,Date,Location,Efficiency of the admissions process,Helpfulness of admitting staff,Usefulness of leaflets provided,"Explanations about procedures, tests and treatment options",Explanation about benefits/risks of surgical interventions,Opportunity to ask questions about your condition or treatment,Nursing care and attention,Response time to nursing call system,Pain relief, Respect for your privacy,Comfort of room & surroundings,Cleanliness of room & surroundings,Attractiveness/decor,Timeliness of catering service,Quality of food served,Quantity of food served,Time given to planning your return home,Explanations about how to manage your condition and recovery at home,Clarity of instructions on take home medications, Efficiency of discharge process,Efficiency of billings process,Clarity of billing information,Staff Helpfulness,Quality of service you received
25,Feb 2019,Bourdillion,5.0,4.0,,5.0,5.0,5.0,5.0,2.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,3.0,5.0,5.0,5.0,4.0,2.0,5.0,5.0
26,Feb 2019,Bourdillion,4.0,5.0,,4.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,,5.0,,5.0,4.0,5.0,4.0,4.0,5.0,5.0
27,Feb 2019,Bourdillion,4.0,5.0,,5.0,5.0,5.0,2.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,,2.0,5.0,5.0,4.0
28,Feb 2019,Bourdillion,5.0,4.0,,5.0,4.0,5.0,5.0,,5.0,5.0,5.0,5.0,3.0,5.0,5.0,3.0,3.0,5.0,5.0,5.0,2.0,4.0,5.0,4.0
29,Feb 2019,Bourdillion,4.0,4.0,,5.0,5.0,5.0,,,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,2.0,4.0,5.0,5.0
30,Feb 2019,Bourdillion,,5.0,,5.0,4.0,4.0,3.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,,2.0,5.0,5.0,5.0,4.0,2.0,5.0,5.0,5.0
31,Feb 2019,Bourdillion,5.0,4.0,,5.0,5.0,5.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,3.0,3.0,2.0,4.0,3.0
32,Feb 2019,Bourdillion,5.0,4.0,,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,3.0,4.0,5.0,5.0,4.0,4.0,2.0,5.0,4.0
33,Feb 2019,Bourdillion,5.0,5.0,,5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,,2.0,4.0,5.0,3.0
34,Feb 2019,Bourdillion,5.0,4.0,,4.0,5.0,5.0,5.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0
35,Feb 2019,Bourdillion,5.0,5.0,,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,,5.0,5.0,5.0,4.0,4.0,5.0,5.0
36,Feb 2019,Bourdillion,5.0,5.0,,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,,3.0,5.0,4.0,5.0
37,Feb 2019,Bourdillion,4.0,5.0,,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,4.0,5.0,5.0
38,Feb 2019,Bourdillion,5.0,5.0,,5.0,4.0,5.0,5.0,,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,,5.0,5.0,4.0,5.0,2.0,5.0,5.0
39,Feb 2019,Bourdillion,,5.0,,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,2.0,,5.0,5.0,3.0,2.0,2.0,5.0,5.0
40,Feb 2019,Bourdillion,4.0,4.0,,5.0,,5.0,,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,2.0,4.0,5.0,5.0
41,Feb 2019,Bourdillion,,5.0,,5.0,5.0,5.0,,,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,4.0,5.0,5.0,3.0,2.0,4.0,5.0,3.0
42,Feb 2019,Bourdillion,4.0,4.0,,5.0,4.0,5.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,4.0,5.0,4.0,3.0,2.0,3.0,5.0,4.0
43,Feb 2019,Bourdillion,5.0,5.0,,5.0,,5.0,2.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,3.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0
44,Feb 2019,Bourdillion,4.0,4.0,,5.0,5.0,5.0,2.0,2.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,3.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0
45,Feb 2019,Bourdillion,5.0,5.0,,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0
46,Feb 2019,Bourdillion,5.0,4.0,,4.0,5.0,5.0,5.0,,4.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,3.0,5.0,3.0
47,Feb 2019,Bourdillion,5.0,4.0,,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0
48,Feb 2019,Bourdillion,5.0,4.0,,5.0,5.0,5.0,5.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,3.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0
49,Feb 2019,Bourdillion,5.0,5.0,,5.0,5.0,5.0,5.0,3.0,5.0,4.0,5.0,5.0,3.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,3.0
50,Feb 2019,Bourdillion,4.0,5.0,,5.0,5.0,5.0,4.0,,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,3.0,2.0,4.0,5.0,3.0
51,Feb 2019,Bourdillion,4.0,5.0,,5.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,,5.0,5.0,5.0,,5.0,5.0,5.0,5.0
52,Feb 2019,Bourdillion,5.0,5.0,,5.0,5.0,5.0,4.0,,5.0,5.0,5.0,5.0,5.0,5.0,3.0,2.0,5.0,5.0,5.0,5.0,2.0,5.0,5.0,5.0
53,Feb 2019,Bourdillion,5.0,4.0,,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,3.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,2.0,4.0,4.0,5.0
54,Feb 2019,Bourdillion,5.0,4.0,,5.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,3.0,4.0,5.0,4.0,5.0,4.0,5.0,3.0,4.0,5.0,5.0,5.0
55,Feb 2019,Bourdillion,4.0,5.0,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,4.0,3.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0
56,Feb 2019,Bourdillion,,4.0,,5.0,5.0,5.0,4.0,,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,4.0,5.0,4.0,4.0,3.0,5.0,5.0
57,Feb 2019,Bourdillion,4.0,5.0,,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,4.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,3.0,5.0,5.0
58,Feb 2019,Bourdillion,5.0,5.0,,5.0,5.0,5.0,2.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,,3.0,4.0,4.0,4.0
59,Feb 2019,Bourdillion,4.0,4.0,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0
60,Feb 2019,Bourdillion,5.0,5.0,,5.0,5.0,5.0,3.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,3.0,5.0,5.0,5.0,4.0,2.0,4.0,4.0,5.0
61,Feb 2019,Bourdillion,5.0,5.0,,5.0,5.0,5.0,5.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,,5.0,3.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0
62,Feb 2019,Bourdillion,5.0,,,5.0,4.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,,2.0,4.0,5.0,5.0
63,Feb 2019,Bourdillion,5.0,5.0,,5.0,5.0,5.0,5.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,3.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0
64,Feb 2019,Bourdillion,4.0,5.0,,5.0,5.0,5.0,5.0,2.0,4.0,5.0,5.0,4.0,5.0,5.0,,5.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0
65,Feb 2019,Bourdillion,5.0,5.0,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,3.0
66,Feb 2019,Bourdillion,5.0,5.0,,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,,3.0,5.0,4.0,5.0
67,Feb 2019,Bourdillion,4.0,5.0,,5.0,,5.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,3.0,3.0,5.0,5.0,5.0,2.0,5.0,5.0,5.0
68,Feb 2019,Bourdillion,5.0,5.0,,5.0,5.0,4.0,2.0,3.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,3.0,5.0,5.0,5.0,,5.0,3.0,5.0,5.0
69,Feb 2019,Bourdillion,4.0,5.0,,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0
70,Feb 2019,Bourdillion,5.0,4.0,,4.0,5.0,4.0,4.0,,5.0,4.0,4.0,4.0,5.0,5.0,4.0,,4.0,5.0,4.0,3.0,5.0,5.0,5.0,5.0
71,Feb 2019,Bourdillion,5.0,5.0,,4.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,3.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0
72,Feb 2019,Bourdillion,5.0,,,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0
73,Feb 2019,Bourdillion,5.0,5.0,,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,,3.0,5.0,5.0,,5.0,4.0,5.0,5.0
74,Feb 2019,Bourdillion,4.0,4.0,,5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0
75,Feb 2019,Bourdillion,5.0,4.0,,5.0,5.0,5.0,4.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0
76,Feb 2019,Bourdillion,4.0,5.0,,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,3.0,5.0,5.0,5.0,4.0,5.0,5.0,3.0
77,Feb 2019,Bourdillion,,4.0,,5.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,3.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,2.0,5.0,5.0,5.0
78,Feb 2019,Bourdillion,5.0,4.0,,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,3.0,5.0,4.0,5.0,4.0,3.0,5.0,5.0,4.0
79,Feb 2019,Bourdillion,5.0,3.0,,5.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,3.0,2.0,4.0,5.0,5.0,5.0,3.0,5.0,5.0,3.0
80,Feb 2019,Bourdillion,5.0,5.0,,5.0,5.0,5.0,3.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,,4.0,5.0,5.0,3.0,4.0,3.0,5.0,5.0
81,Feb 2019,Bourdillion,5.0,5.0,,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,5.0,5.0,4.0,4.0,5.0,5.0,5.0,3.0
82,Feb 2019,Bourdillion,5.0,5.0,,5.0,4.0,4.0,4.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,2.0,3.0,4.0,4.0
83,Feb 2019,Bourdillion,5.0,5.0,,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,3.0,3.0,5.0,5.0
84,Feb 2019,Bourdillion,4.0,5.0,,5.0,4.0,4.0,2.0,,5.0,5.0,5.0,5.0,3.0,5.0,,5.0,4.0,5.0,5.0,3.0,4.0,5.0,5.0,5.0
85,Feb 2019,Bourdillion,4.0,5.0,,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,5.0,5.0,5.0,,3.0,5.0,5.0,4.0
86,Feb 2019,Bourdillion,5.0,5.0,,5.0,5.0,5.0,2.0,2.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
87,Feb 2019,Bourdillion,4.0,5.0,,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0
88,Feb 2019,Bourdillion,5.0,5.0,,5.0,5.0,5.0,,2.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,3.0,5.0,5.0,3.0,3.0,2.0,5.0,5.0
89,Feb 2019,Bourdillion,,5.0,,5.0,5.0,5.0,4.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,3.0,5.0,5.0,5.0,3.0,5.0,4.0,5.0
90,Feb 2019,Bourdillion,4.0,5.0,,5.0,5.0,5.0,4.0,2.0,5.0,5.0,5.0,4.0,3.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0
91,Feb 2019,Bourdillion,4.0,5.0,,5.0,5.0,5.0,3.0,5.0,5.0,4.0,5.0,5.0,3.0,5.0,5.0,,4.0,5.0,5.0,5.0,2.0,4.0,5.0,5.0
92,Feb 2019,Bourdillion,5.0,5.0,,5.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,2.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0
93,Feb 2019,Bourdillion,5.0,5.0,,5.0,5.0,4.0,4.0,2.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,,3.0,5.0,4.0,,5.0,4.0,5.0,5.0
94,Feb 2019,Bourdillion,5.0,5.0,,5.0,5.0,5.0,3.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,4.0,3.0,4.0,5.0,5.0,5.0,2.0,4.0,5.0,5.0
95,Feb 2019,Bourdillion,5.0,5.0,,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,3.0,5.0,5.0
96,Feb 2019,Bourdillion,4.0,4.0,,5.0,4.0,5.0,4.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,3.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0
97,Feb 2019,Bourdillion,5.0,4.0,,5.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
98,Feb 2019,Bourdillion,4.0,5.0,,5.0,5.0,5.0,4.0,,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,3.0,4.0,5.0,3.0
99,Feb 2019,Bourdillion,5.0,4.0,,5.0,,5.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,3.0,4.0,4.0,5.0,5.0,5.0,3.0,4.0,5.0,5.0
100,Feb 2019,Bourdillion,5.0,5.0,,5.0,4.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,3.0,4.0,5.0,3.0
101,Feb 2019,Bourdillion,5.0,4.0,,5.0,5.0,5.0,2.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,4.0
102,Feb 2019,Bourdillion,5.0,5.0,,4.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,3.0,4.0,5.0,5.0,5.0,4.0,2.0,5.0,4.0,4.0
103,Feb 2019,Bourdillion,4.0,4.0,,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,3.0,,3.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0
104,Feb 2019,Bourdillion,5.0,4.0,,4.0,4.0,5.0,4.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,3.0,5.0,5.0,4.0,4.0,5.0,5.0,3.0
105,Feb 2019,Bourdillion,5.0,5.0,,5.0,,5.0,5.0,3.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,2.0,4.0,5.0,5.0
106,Feb 2019,Bourdillion,5.0,3.0,,4.0,5.0,5.0,5.0,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,3.0
107,Feb 2019,Bourdillion,4.0,4.0,,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,,4.0,4.0,5.0,5.0
108,Feb 2019,Bourdillion,4.0,,,5.0,4.0,5.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,2.0,5.0,5.0
109,Feb 2019,Bourdillion,5.0,5.0,,5.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,3.0,5.0,5.0,5.0,3.0,5.0,2.0,5.0,5.0
110,Feb 2019,Bourdillion,4.0,5.0,,5.0,5.0,4.0,5.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,4.0,5.0,5.0
111,Feb 2019,Bourdillion,4.0,5.0,,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,3.0,5.0,4.0,4.0,5.0
112,Feb 2019,Bourdillion,4.0,4.0,,5.0,5.0,5.0,4.0,2.0,5.0,5.0,5.0,4.0,5.0,5.0,,5.0,3.0,5.0,5.0,4.0,5.0,3.0,5.0,4.0
113,Feb 2019,Bourdillion,5.0,5.0,,5.0,4.0,5.0,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0
114,Feb 2019,Bourdillion,5.0,5.0,,5.0,,5.0,3.0,,5.0,5.0,5.0,5.0,5.0,4.0,,,3.0,5.0,5.0,4.0,5.0,3.0,5.0,5.0
115,Feb 2019,Bourdillion,5.0,3.0,,5.0,5.0,5.0,5.0,,5.0,5.0,5.0,5.0,5.0,5.0,,3.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0
116,Feb 2019,Bourdillion,4.0,5.0,,4.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,2.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
117,Feb 2019,Bourdillion,5.0,5.0,,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,3.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0
118,Feb 2019,Bourdillion,,3.0,,5.0,4.0,5.0,,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,2.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0
119,Feb 2019,Bourdillion,5.0,5.0,,5.0,,5.0,,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,,5.0,5.0,5.0,5.0
120,Feb 2019,Bourdillion,5.0,4.0,,5.0,5.0,4.0,4.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0
121,Feb 2019,Bourdillion,5.0,3.0,,4.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,3.0,5.0,4.0
122,Feb 2019,Bourdillion,5.0,5.0,,5.0,5.0,5.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,3.0,5.0,3.0,5.0,5.0
123,Feb 2019,Bourdillion,5.0,4.0,,5.0,5.0,5.0,5.0,,5.0,5.0,5.0,4.0,5.0,5.0,5.0,,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0
124,Feb 2019,Bourdillion,5.0,5.0,,5.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,,5.0,5.0,,3.0,5.0,4.0,5.0
125,Feb 2019,Bourdillion,5.0,5.0,,5.0,4.0,4.0,3.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0
126,Feb 2019,Bourdillion,4.0,5.0,,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,,5.0,4.0,5.0,3.0
127,Feb 2019,Bourdillion,4.0,5.0,,5.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,3.0,5.0,5.0,4.0,3.0,5.0,5.0,5.0
128,Feb 2019,Bourdillion,5.0,4.0,,5.0,5.0,5.0,3.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,,2.0,4.0,5.0,5.0,4.0,5.0,3.0,5.0,5.0
129,Feb 2019,Bourdillion,4.0,5.0,,5.0,,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,,4.0,3.0,5.0,5.0
130,Feb 2019,Bourdillion,4.0,4.0,,5.0,5.0,4.0,,3.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,3.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0
131,Feb 2019,Bourdillion,5.0,4.0,,5.0,,5.0,3.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,3.0,5.0,5.0,3.0
132,Feb 2019,Bourdillion,5.0,5.0,,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,3.0,5.0,5.0,5.0,3.0,4.0,4.0,5.0
133,Feb 2019,Bourdillion,5.0,4.0,,5.0,5.0,5.0,,,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,4.0,5.0,5.0
134,Feb 2019,Bourdillion,4.0,4.0,,5.0,5.0,5.0,3.0,,4.0,5.0,5.0,5.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,3.0
135,Feb 2019,Bourdillion,5.0,5.0,,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,,,4.0,4.0,5.0,4.0,3.0,5.0,4.0
136,Feb 2019,Bourdillion,4.0,5.0,,5.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0,3.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0
137,Feb 2019,Bourdillion,5.0,5.0,,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0,4.0,3.0,3.0,4.0,5.0,4.0,4.0,2.0,5.0,5.0
138,Feb 2019,Bourdillion,5.0,5.0,,5.0,4.0,5.0,5.0,2.0,5.0,4.0,5.0,5.0,3.0,5.0,5.0,4.0,,5.0,4.0,5.0,4.0,4.0,5.0,4.0
139,Feb 2019,Bourdillion,5.0,5.0,,5.0,5.0,5.0,,5.0,4.0,5.0,4.0,5.0,3.0,5.0,4.0,4.0,3.0,5.0,5.0,3.0,2.0,4.0,4.0,5.0
0,Feb 2019,Awolowo,5.0,5.0,5.0,5.0,,5.0,4.0,,4.0,,4.0,5.0,4.0,5.0,4.0,3.0,4.0,5.0,5.0,4.0,,5.0,4.0,4.0
1,Feb 2019,Awolowo,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,,4.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0
2,Feb 2019,Awolowo,5.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,3.0,5.0,4.0,5.0,5.0
3,Feb 2019,Awolowo,4.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,5.0,4.0,3.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0
4,Feb 2019,Awolowo,5.0,5.0,,4.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,3.0,5.0,5.0,5.0,4.0,,,4.0,5.0,3.0
5,Feb 2019,Awolowo,5.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,3.0,,5.0,4.0
6,Feb 2019,Awolowo,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,,4.0,5.0,4.0,5.0,,2.0,5.0,4.0,5.0,4.0,5.0,4.0,4.0,5.0
7,Feb 2019,Awolowo,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,3.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0
8,Feb 2019,Awolowo,4.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0,,5.0,5.0,4.0,3.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0
9,Feb 2019,Awolowo,5.0,5.0,4.0,5.0,,,5.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,3.0,5.0,5.0,5.0,,4.0,4.0,5.0,4.0
10,Feb 2019,Awolowo,5.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,3.0,,5.0,4.0,,4.0,4.0,5.0,3.0
11,Feb 2019,Awolowo,5.0,4.0,5.0,4.0,5.0,5.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,,,4.0,4.0,4.0,5.0,,4.0,5.0,4.0,5.0
12,Feb 2019,Awolowo,5.0,5.0,,4.0,,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,3.0,5.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0
